x_coord,y_coord
-5.577854252408654,5.872988255703808
1.6278321610110704,4.178068833099992
-6.371843866945355,4.419223473011731
1.750055433676562,5.445829084855279
6.5501041187443425,-7.912338799504142
-0.6698223581766888,-5.190236567824041
0.4808546574496717,-5.089769448189037
-7.459623219961754,4.5316674693591334
5.55912116109487,-10.061103027739307
-1.2556957346862458,-5.725860225782541
-5.031881566182697,4.916188236589232
1.3100665560093623,-5.474757378439877
6.682885129090074,-10.316930514813178
0.6769707008034439,-6.291336015630233
5.691924451027039,-9.476412487097
-0.07790107917761174,-5.984854429515071
6.268637603717575,-9.38138021548449
2.6110526690331035,4.222184690024537
6.910949867171501,-10.664765898597246
-1.1529637891725741,-5.8927950362378585
-0.31748916759877177,-6.863377662489047
1.2063455722386247,-3.0387420073215705
2.4407824425814173,4.474348751177369
-7.063495671852804,5.371013406921733
0.34789333201715084,-3.889659115237582
0.9926563532859451,-5.337256822363314
0.2630809708837758,-5.974874340868564
5.155164877369138,-8.971756827952332
-7.749813901961785,5.822911556477725
2.607116850814307,2.844365542290632
1.3533724755873273,-5.157833974031863
2.3744658519891586,-6.243423827891719
5.430704296268953,-9.759561223404912
-0.3258436068874032,-4.65585848036139
0.3024901955833257,-4.369093916301141
6.086644416561232,-9.935832904251841
-5.091616626632332,4.18830355170178
2.6241341871867547,5.369418867853976
-5.794128184542529,5.033315421333607
2.987718477337242,7.443728707206839
3.780672933308158,5.2206216274202255
3.3849237150453475,5.894346802251651
2.790440359552146,3.0686207626478357
4.461347194818156,-8.556686934829266
-5.68526509100367,5.003334758257736
-5.490314638511695,5.8138132942097664
-0.2598063977229139,-6.633618283816839
6.734885946198397,-9.389947733578877
5.400507528518733,-9.295866809008036
5.655042995459579,-9.139823399981623
4.886533794002218,-8.876800992885366
3.448684584677012,-11.328333308710878
1.6268568705301008,-4.836177480549605
-4.871574336403403,4.638637430691408
5.69248302933547,-7.199993682100873
5.525562081170163,-8.186964635718395
-0.6029731155077808,-6.824514635274502
2.560692227331348,4.613897203629996
2.8902298436435476,2.981683881031179
-7.16921799194686,3.2693145629567466
4.486979505572368,-10.074298229696621
2.992321119616732,5.436980552443955
1.1646432113622922,5.596678313780849
-0.34268851128528066,-5.85294900760054
1.31468966941775,-5.010551772134758
5.067668363410043,5.893536588282665
4.621821723064965,-9.797658651522482
2.5918425147085618,4.446781569772748
4.289810653503875,-9.449824134363334
-5.7645699240474135,4.695704321507923
-4.938613330794191,5.7749667703652925
-0.2668639384716721,-5.446781939227029
0.81677921791436,4.753303951669237
5.826622853587267,-9.9225933498975
-0.46888599016820537,-5.362962921318615
0.24318956614711984,-7.122637837198842
-6.429724890113923,6.4657879756887455
4.658049289951239,6.720891799111538
1.9555259921411976,-4.056901488714825
-4.820593854456472,5.154093520896584
5.159095676661351,-10.134270026917449
5.859439055288517,-8.381923638999758
2.457174806194986,5.965150108271676
2.5285979354985444,4.5759392987865075
5.087272619271484,-9.272791076498748
-3.8136930659843253,5.3277956641736575
2.190871559690029,5.065665263361752
-5.504857895496645,5.954588647765099
3.499963321187773,3.021565530770731
-6.444472232456612,5.99238943435479
5.991565534991547,-9.73238127053899
-6.75154214163458,4.949754765424999
-8.333846033770143,4.014684932515657
3.8017498516353854,4.278267620300522
2.3104655153698674,4.854171959610348
3.7191475553337723,3.557521621548841
-7.118440088766368,5.087544415469035
-6.745814151874684,5.757279081513708
-5.09624229586738,2.2310174729180403
-5.905605207936462,6.413358117949079
-6.0,-7.5
15.0,-2.5
-4.0,10.0
